target,cluster
american political system,5
city,5
tax break,1
policy foreigner add problem,5
economic equality,1
tax,1
tax break rich,5
inequality,1
marijuana,2
marijuana,2
availability marijuana,2
marijuana legalization,2
gateway drug,2
marijuana,2
marijuana legalization,2
legislation,1
office layout,5
incubator type working space,5
work,5
iran,6
iran,6
none,5
iranian threat,6
threat,5
iran,6
nuclear agreement,5
iranian threat,6
people,5
business major,5
liberal art,5
humanity every day,5
diversity,5
getting rid humanity,5
marijuana,2
addiction,2
marijuana use,2
drug abuse result addictive personality,5
marijuana,2
gateway drug,2
marijuana,2
drug abuse,2
hamas fatah unity,6
politics,1
israel,6
mideast peace,6
israel,6
post election israel,6
us israel,6
mideast peace,6
religion,1
democrat,1
hamas fatah unity,6
religion,1
muslim,6
democratic,1
capital gain,5
rich people,5
rich superrich,5
inequality working class super rich,5
low paying job,5
royal couple,5
royal family,5
royal family,5
modern family,5
royal family,5
uk royal family,5
royal family 's,5
home schoolers,0
homeschooling,0
poor society,5
tax education,1
education,0
tax break,1
tax,1
tax,1
medical website,5
stroke,5
online medical advice,5
dream,5
dream,5
gadget,5
agriculture subsidy,1
subsidy,1
agricultural subsidy,1
industrial agriculture,5
agriculture,1
economic policy,1
farm subsidy,1
agriculture subsidy,1
agricultural subsidy,1
felon,1
politician,1
office layout,5
privacy,5
cubicle,5
work,5
kid,0
extreme parenting,5
helicopter parenting,5
self control,5
privacy,5
helicopter parenting,5
extreme parenting,5
helicopter parent,5
child,0
parent,0
israel,6
nation,5
jew,6
woman,5
child raising 40,5
adoption,1
parent,0
motherhood,1
adoption,1
adoption 40,5
candidate 's spouse,5
role first lady,5
speaker,5
college,0
higher education,0
underemployment,1
discrimination,1
education,0
higher education,0
education,0
underclass,1
student,0
company,5
patent,5
patent,5
medicine,5
myriad 's patent cover procedure chemical,5
myriad,5
brca chemical proprietary,5
medical patent,5
big bank,5
politics,1
regulation,1
tax,1
democracy,1
control,5
regulation/deregulation debate,1
corporation,5
regulation,1
cat,5
feline declawing,1
declaw,1
declawing cat,1
declawing cat,1
capital gain,5
higher us capital gain rate,5
higher capital gain rate,5
none,5
us capital rate,5
public support royalty,5
royal wedding,5
royal wedding,5
royal family,5
royal couple,5
royal family,5
royal couple wedding finance,5
royal family,5
medical website,5
misdiagnosis doctor,5
misdiagnosis,1
veganism,3
vegan diet issue,5
veganism,3
processed food,5
improper veganism,3
vegan diet,3
dietary need,5
tfa,6
recent college grad teacher,0
teacher,0
homeschooling,0
teach,0
educational training,0
college graduate,0
teacher,0
education,0
kid home,0
home birth,5
hospital,5
woman,5
childbirth home,5
pregnancy,1
hospital,5
woman,5
anti homebirth,1
home birth,5
midwife value,5
kid home,0
homebirth,1
home birthing,5
u.s,6
dictator,1
assad,6
us foreign policy,5
persecution,1
isi,6
us foreign policy,5
us middle east,5
electric car,5
price,5
climate change,5
reduction fossil fuel usage,5
climate change,5
smart investment,5
quality education,0
public education,0
child 's education,0
kindergarten,0
prekindergarten,0
problem,5
illegals,4
immigrant,4
english fluency,5
illegals,4
immigration,4
english fluency,5
illegal immigrant,4
english fluency requirement,5
threat,5
immigration,4
immigration,4
job,5
capital gain,5
capital gain,5
capital gain tax,1
capital gain tax,1
taxation,1
woman,5
home birthing,5
home birth,5
home birth,5
cesarean section,5
kid home,0
home birthing,5
home brother,5
hospital,5
college free,0
college education,0
bachelor 's degree,5
college,0
college education,0
college degree,0
everyone,5
job skill,5
bachelor degree,0
call center rep,5
rim,5
dunk,5
dunk,5
basketball rule,5
people,5
education,0
learn,5
people trying,5
harm,5
war,1
drone attack,5
attack,5
gandhi,6
drone,5
crime,5
authority data security,5
data driven policy,5
responsibility,5
modern family,5
radical change,5
british royal family,5
monarch,5
helping condo developer,5
tax break rich,5
building people accusing financial boondoggle actually pay high tax contributes lot community,5
city,5
building tax,1
new york property tax,5
property tax,1
home schoolers,0
homeschooling,0
tax break,1
homeschooling,0
extreme parenting,5
parent,0
listening skill,5
small farmer,5
farm subsidy,1
small farmer pushed,5
right wing writer,5
farm,5
dust bowl,5
farm subsidy,1
industrial farming,5
farmer,5
farm,5
illegal labor,1
farmer wage,1
increasing farmer employee wage,5
farm,5
market,5
farmer paying reasonable wage,5
illegal alien working le,5
home schoolers,0
tax,1
parent home schoolers made choice,0
home schooling,0
home schooling community,0
home school,0
school community,0
public school,0
home schoolers,0
home schooling,0
religious upbringing,0
bias high class people,5
well educated homeschooled child,0
home schooling,0
well educated homeschooled child,0
religion related education,0
education,0
mandatory child,0
immunization,1
parental right,5
vaccination,1
parental right,5
vaccination,1
land,5
beachfront property,5
beach,5
beachfront home,5
rich people,5
beach front home,5
beach front property,5
noncompete deal,1
intellectual property,5
protection,5
small business,5
farm,5
immigrant labor,4
immigrant labor,4
immigration,4
immigration law,4
immigrant,4
illegal labor,1
immigrant,4
labour,1
harmful atmosphere gay,5
gay,5
christian,6
gay accepting homosexuality sin,5
none,5
acceptance everyone,5
christian,6
affirmative action,5
affirmative action,5
affirmative action race,5
affirmative action,5
constitutional,1
equal right,5
mandatory child,0
immunization,1
vaccine mandate,1
flu vaccination,1
vaccination,1
flu shot,5
flu shot,5
research paper,5
student research,0
research paper,5
academic research,0
useful excercise college student,0
student,0
research paper,5
education requirement,0
veganism,3
veganism,3
b 12,5
everyone,5
food eat,5
proper food preparation,5
b12 vitamin,5
b 12,5
b 12 vitamin,5
opioid training,5
opioids,2
doctor training,5
affirmative action,5
fourteenth amendment constitution,1
affirmative action,5
14th amendment,5
ivy league law school,0
lawyer,5
trade school,0
law school,0
law school,0
law school,0
lawyer,5
ivy league school,0
lawyer,5
law school,0
law school admittance,0
bar exam,5
job match law,5
law school,0
law school,0
bar exam,5
law school,0
company,5
corporation,5
corporation,5
ethical standard,5
refugee,4
al qaeda,5
eu,6
europe,6
europe,6
immigration,4
emigrant population,4
europe,6
online class,0
online course,5
online course,5
technology school,0
continuing education,0
online marking grading,5
college,0
computer,5
prostitution,2
brothel,5
legal brothel,5
legal prostitution,2
consumer,5
security,5
company disclosure,5
breach,5
disclosure,1
shareholder,1
everyone,5
child,0
animal product,5
child,0
veganism,3
science,5
pro animal product,5
child 's diet,5
high school team,0
home schooling,0
homeschooling,0
home schoolers,0
homeschooling,0
home schoolers,0
tax break,1
self centered,5
tax,1
child,0
tax break,1
tax,1
tax break,1
tax break,1
college student vote,0
college student vote,0
student voter,0
vote,1
matter election,1
election,1
college student,0
iran,6
lilac 's propaganda,5
iran,6
international threat,5
threat,5
u.s. leaving iran alone,6
iran relation,6
lilac,5
netanyahu,6
vaccination,1
vaccination,1
parent,0
mandatory child,0
vaccination,1
capital gain,5
job creation,5
capital gain tax,1
selling stock,5
medical website,5
doctor issue,5
medical care,5
mother teresa,5
canonization,1
religion,1
rich politicans,5
corruption,1
choice wealthy,5
voting,1
vote,1
voting australia,1
election,1
voting australia,1
farm,5
illegal alien,5
organic farmer,5
illegal labor,1
organic farmer,5
illegal labor,1
organic farmer upstate new york,5
organic farmer,5
miss america,6
male pageant,5
beauty pageant,5
pageant,5
woman,5
female beauty pageant,5
pageant,5
beachfront home,5
private beach,5
private beach,5
beach walk,5
land,5
ownership,5
beach,5
private beach,5
public beach access,5
felon,1
disenfranchisement,1
racism,1
voting right criminal,5
voting right,5
discrimination immigrant,4
illegal immigration,4
emigration,4
xenophobia,4
republican party,1
debate,1
immigration,4
trump,5
felon,1
racial profiling,5
florida voting right,5
civil right felon,5
civil right,5
beachfront home,5
beach,5
beach private property,5
land,5
beach,5
office layout,5
open office,5
working home,5
open office,5
hypocrisy,1
bad behavior,5
maureen dowd,6
drink,5
maureen dowd,6
editorial,5
debate,1
pot,2
news column,5
maureen dowd 's column,5
ms. dowd,6
america 's fear,5
muslim refugee,4
syrian refugee,6
muslim,6
terrorism,1
stop muslim immigration,4
muslim,6
muslim terrorist,6
u.s,6
israel,6
israel,6
united nation,5
golan height,5
isi,6
israel,6
assad,6
israel,6
israel,6
syria,6
airline industry,5
airline,5
pilot remuneration,5
airline worker,5
employee,5
airline crew 's,5
disposable worker,5
airline,5
private beach,5
private beach,5
beach access,5
public beach,5
beachfront home,5
public beach,5
private beach,5
beach,5
opioid training,5
medication,2
america 's fear,5
immigration,4
religion,1
political correctness,1
immigrant,4
religion,1
america 's,6
religion,1
immigration,4
political correctness,1
immigrant,4
immigration,4
american vegan,6
vegan,3
egoism,1
vegan diet,3
seventh day adventist,5
veganism,3
veganism,3
vegan,3
vegetarian,3
vegan diet location,5
gateway drug,2
marijuana,2
pot,2
marijuana gateway drug,2
marijuana,2
marijuana,2
marijuana legalization,2
marijuana,2
law drug,2
isi,6
middle east,5
assad,6
isi,6
foreign policy,5
assad,6
high speed rail,5
airplane passenger load,5
airplane passenger,5
air congestion,5
high speed rail,5
larger airplane,5
none,5
airplane,5
company,5
government regulation,1
business,5
saint market,5
affirmative action,5
disenfranchised people,5
community,5
income,1
gender race indicator success,5
indicator success,5
disenfranchised people,5
employment,1
big bank,5
bank,5
democracy capitalism,1
control,5
government,1
democracy,1
extreme parenting,5
parent,0
amy chub,5
strict discipline,5
amy chub,5
veganism,3
vegan,3
vegan,3
veganism,3
health issue,5
vegan,3
threat,5
job america,5
immigration,4
immigration,4
job economy,5
miss america,6
sexism beauty pageant,5
feminist,5
sexism,1
woman,5
pageant,5
beauty pageant,5
home schoolers,0
tax exemption,1
subsidize,1
subsidizing family,5
public sector,5
people family getting rewarded,5
tax break,1
taxed,1
public service,5
crime,5
black,5
black family,5
war poverty,1
border,5
custom border town,5
custom,5
enough,5
border,5
prison,5
custom,5
home schoolers,0
homeschooling,0
public school,0
tax break,1
homeschooling,0
parent,0
school tax,0
rich politicans,5
corruption politics,1
lobby,5
illegal labor,1
factory farm,5
employment,1
wage,1
farm,5
retailer,5
farm laborer,5
middleman,5
europe,6
immigration,4
muslim immigrant,4
terrorist act,5
refugee,4
immigration,4
extreme parenting,5
sport,5
micromanaged child,5
royal couple,5
monarch,5
monarchy,1
modern family,5
politics,1
monarchy,1
u.k. royalty,6
candidate 's spouse,5
wife husband,5
illegal immigration,4
illegal alien,5
citizen supporting illegal alien,5
cost american citizen,5
free scholarship,0
citizen debt college,0
immigration,4
immigration,4
illegal immigrant,4
illegal alien,5
debt,1
europe,6
muslim,6
muslim immigration,4
immigration,4
refugee,4
muslim,6
immigration muslim,4
conservative,5
ruth bader ginsburg,6
a.d.h.d diagnosis,5
medication adhd,5
adhd,6
kid,0
adhd,6
adhd,6
medication,2
restaurant,5
tip,5
tip,5
restaurant service,5
workplace,0
tip,5
tip,5
state university 's hospitality program,5
capital gain,5
capital income tax,1
capital gain tax,1
taxing capital gain,5
capital gain tax,1
tax capital income,1
veganism,3
veganism,3
diet,5
veganism,3
vegetarian,3
estrogen,5
vegan,3
casino,5
addiction,2
gamble,5
gamble,5
gamble,5
economist,1
economic science,5
none,5
economics,1
tax break,1
tax break,1
tax break college,0
wealthy college,0
elimination tax break,1
tax break,1
legislation,1
obesity health,1
obesity,1
obesity,1
health,5
attack,5
war,1
weapon,5
weapon war,5
problem,5
illegal immigration,4
legal immigrant,4
illegal immigrant,4
immigration law,4
visa,4
immigration,4
legal immigrant,4
illegal immigrant,4
medical website,5
medical website,5
patient researching diagnosis,5
google medical tool,5
home schoolers,0
public education,0
home school,0
tax break,1
public education tax,1
taxpayer,1
eduction,0
arm,5
taiwan,6
selling firearm internationally,5
defensive arm,5
kid,0
homeschooling,0
homeschool,0
homeschool,0
society,5
vaccination,1
vaccination,1
mandatory vaccination,1
unvaccinated student,0
mandatory child,0
anti vaxers,5
anti vaccination movement,1
mandatory vaccination,1
big bank,5
debt,1
housing market crash,5
homeowner,5
control,5
bank,5
bank bailouts,1
big bank,5
housing market crash,5
economy,1
cherrypicking student,0
public education system,0
supporting public school,0
supporting public school,0
charter school,0
education,0
charter school,0
charter school,0
farm subsidy,1
farm aide,5
farm aid,5
top five crop,5
conglomerate get farm aid,5
lobbyist,1
conglomerate,5
medical website,5
